dates,names,monthly_listeners,popularity,followers,genres,first_release_year,last_release_year,playlists_found
2024-05-08,the black crowes,3094583.0,58,755723,"album rock, blues rock, classic rock, electric blues, hard rock, heartland rock, jam band, rock, southern rock",1990,2024,Pure Rock & Roll
2024-05-08,gåel,314719.0,40,5269,ambient worship,2020,2024,calm vibes
2024-05-08,roland toubin,659190.0,46,492,,2020,2024,Peaceful Piano
2024-05-08,blackpink,17686688.0,78,48712238,"k-pop, k-pop girl group, pop",2018,2023,KrOWN
2024-05-08,augustino,161425.0,33,45,background piano,2023,2024,Piano in the Background
2024-05-08,tankeflukt,266558.0,38,613,background piano,2022,2024,Focus Piano
2024-05-08,jared chance taylor,121808.0,39,163,,2020,2024,Classical Sleep
2024-05-08,jeriq,442047.0,50,226286,"afrobeats, igbo rap, igbo trap, nigerian hip hop, nigerian pop",2020,2024,Afro Bars 
2024-05-08,youra,207867.0,41,104333,k-indie,2019,2024,Indie Korea (인디 코리아)
2024-05-08,gudfella,1431498.0,49,9460,,2020,2024,Power Hour
2024-05-08,henry,809981.0,49,505931,k-pop,2019,2023,K-Pop X-Overs
2024-05-08,v,8010087.0,79,17927027,"j-division, korean ost",2016,2024,K-Pop X-Overs
2024-05-08,friko,84848.0,35,16045,,2019,2024,Fresh Finds Rock 
2024-05-08,yuko kimura,198746.0,35,124,,2022,2024,Focus Piano
2024-05-08,ifchan,8164.0,11,59,,2021,2024,KrOWN
2024-05-08,xwally,7280.0,26,1893,,2022,2024,KrOWN
2024-05-08,swings,161015.0,39,90121,k-rap,2008,2024,KrOWN
2024-05-08,miran,441171.0,45,387,,2022,2024,calm vibes
2024-05-08,joris sava,931353.0,46,7209,,2023,2023,Power Hour
2024-05-08,jessi,2423158.0,55,2247808,k-pop,2005,2024,KrOWN
2024-05-08,m.i. abaga,183512.0,39,252986,"afrobeats, nigerian hip hop, nigerian pop",2009,2023,Afro Bars 
2024-05-08,chosunblues,1330.0,4,314,,2018,2023,Indie Korea (인디 코리아)
2024-05-08,ludovico einaudi,8808587.0,75,3398004,"compositional ambient, neo-classical",2019,2024,Peaceful Piano
2024-05-08,bay swag,1663367.0,53,11368,,2016,2024,RapCaviar
2024-05-08,from the keys,150624.0,32,208,,2021,2023,Instrumental Study
2024-05-08,mes croquis,505708.0,44,205,,2023,2024,Focus Piano
2024-05-08,ab6ix,208076.0,39,545836,"k-pop, k-pop boy group",2019,2024,K-Pop X-Overs
2024-05-08,creedence clearwater revival,34882805.0,78,6510194,"album rock, classic rock, country rock, rock, southern rock, swamp rock",1968,2022,Pure Rock & Roll
2024-05-08,the quiett,134928.0,41,110914,"k-rap, korean r&b, korean trap",2007,2023,KrOWN
2024-05-08,maita,9467.0,14,5977,portland indie,2017,2024,Fresh Finds Rock 
2024-05-08,måneskin,24066693.0,77,8969801,"indie rock italiano, italian pop",2017,2023,Pure Rock & Roll
2024-05-08,yeonjeong,4089.0,12,1094,,2023,2023,Indie Korea (인디 코리아)
2024-05-08,iu,6871675.0,69,8508051,"k-pop, pop",2009,2024,WOR K  OUT
2024-05-08,24kgoldn,14418843.0,67,2203491,"cali rap, pop rap",2019,2024,K-Pop X-Overs
2024-05-08,avi mehta,53910.0,24,123,,2021,2022,Intense Studying
2024-05-08,oualid,1067578.0,51,89210,"dutch hip hop, moroccan pop",2020,2024,Yalla 
2024-05-08,f.hero,1421881.0,52,510820,"thai hip hop, thai trap",2019,2024,K-Pop X-Overs
2024-05-08,nasty c,1344868.0,55,1959841,"south african hip hop, south african trap",2016,2024,Afro Bars 
2024-05-08,j-hope,5520256.0,73,17398459,"k-pop, k-rap",2018,2024,KrOWN
2024-05-08,leellamarz,287524.0,50,178576,"k-rap, korean r&b",2017,2024,KrOWN
2024-05-08,tom kristiaan,438875.0,47,1440,,2019,2024,Intense Studying
2024-05-08,moguai,3130564.0,55,105087,"dutch house, edm, electro house, german techno, pop dance, progressive electro house, progressive house",2010,2024,Power Hour
2024-05-08,woo jee won,2670.0,7,1303,,2021,2023,Indie Korea (인디 코리아)
2024-05-08,gracie abrams,11542901.0,72,1750531,alt z,2019,2024,Singled Out
2024-05-08,byor,7926298.0,62,27152,"pop dance, russian edm",2022,2024,Cardio
2024-05-08,minnie,462128.0,47,482111,,2020,2024,K-Pop X-Overs
2024-05-08,220 kid,3001124.0,54,24811,uk dance,2022,2024,K-Pop X-Overs
2024-05-08,paul oakenfold,1130614.0,47,205086,trance,2009,2022,K-Pop X-Overs
2024-05-08,florentin davies,176322.0,34,6,,2023,2024,calm vibes
2024-05-08,okdal,90077.0,31,37386,"k-indie, korean pop",2011,2024,Indie Korea (인디 코리아)
2024-05-08,whethan,12043488.0,66,282200,"electropop, hyperpop, indie electropop, rage rap",2018,2024,Cardio
2024-05-08,domitila james,95280.0,29,262,background piano,2019,2023,Focus Piano
2024-05-08,ron adelaar,706234.0,50,18459,,2021,2024,Perfect Concentration
2024-05-08,the thing,47507.0,26,5555,,2022,2024,Fresh Finds Rock 
2024-05-08,gunnel boek,598795.0,46,691,background piano,2023,2024,Perfect Concentration
2024-05-08,kate clover,13193.0,22,5286,,2021,2024,Fresh Finds Rock 
2024-05-08,conway the machine,1617370.0,58,312270,"alternative hip hop, boom bap, buffalo hip hop, upstate ny rap",2018,2024,RapCaviar
2024-05-08,antonymes,110704.0,33,6412,nu age,2010,2023,Classical Sleep
2024-05-08,shirt,65296.0,35,4240,,2021,2024,Indie Korea (인디 코리아)
2024-05-08,red hot chili peppers,34143994.0,79,20607197,"alternative rock, funk metal, funk rock, permanent wave, rock",1984,2022,Pure Rock & Roll
2024-05-08,leah dreyer,131725.0,30,157,background piano,2019,2023,Perfect Concentration
2024-05-08,hannah boleyn,3615438.0,57,5032,,2015,2024,Cardio
2024-05-08,spider,22364.0,21,14531,,2021,2024,Fresh Finds Rock 
2024-05-08,the marías,10076730.0,68,1238846,"bedroom pop, la indie",2017,2024,Singled Out
2024-05-08,illit,17783315.0,74,730299,5th gen k-pop,2024,2024,WOR K  OUT
2024-05-08,davignon,812521.0,48,1894,,2020,2024,Perfect Concentration
2024-05-08,afon aéron,173912.0,30,5,,2024,2024,Perfect Concentration
2024-05-08,eigil leuc,117292.0,36,38,,2023,2024,Focus Piano
2024-05-08,ajebo hustlers,656248.0,50,396336,"afrobeats, nigerian pop",2021,2024,Afro Bars 
2024-05-08,highly suspect,1371812.0,53,604921,"modern alternative rock, modern rock, post-grunge",2015,2022,Pure Rock & Roll
2024-05-08,vaughn harrison,373173.0,41,310,,2022,2024,Perfect Concentration
2024-05-08,aleph,104739.0,35,49815,"k-indie, korean r&b",2022,2024,Indie Korea (인디 코리아)
2024-05-08,regard,12447482.0,65,246915,"pop dance, pop edm, slap house, uk dance",2021,2024,Cardio
2024-05-08,lexi bradley,138948.0,32,43,,2023,2024,Instrumental Study
2024-05-08,bodega,289744.0,42,41535,"canadian psychedelic rock, crank wave",2018,2024,Fresh Finds Rock 
2024-05-08,karol g,50169793.0,86,46001744,"reggaeton, reggaeton colombiano, trap latino, urbano latino",2017,2024,Cardio
2024-05-08,basecamp,88358.0,29,8109,,2022,2024,KrOWN
2024-05-08,seen hyun hee,1135.0,3,282,korean talent show,2021,2024,Indie Korea (인디 코리아)
2024-05-08,valla,59967.0,27,68,,2022,2023,Focus Piano
2024-05-08,saweetie,11405064.0,67,2177365,"cali rap, trap queen",2018,2024,Cardio
2024-05-08,denis turbide,358259.0,44,2388,instrumental acoustic guitar,2011,2024,Perfect Concentration
2024-05-08,noemi lucas,679763.0,47,724,,2022,2024,Perfect Concentration
2024-05-08,kenya grace,14949442.0,68,500647,singer-songwriter pop,2022,2024,Cardio
2024-05-08,valter soll,504284.0,43,156,,2023,2024,Focus Piano
2024-05-08,aimon cour,203442.0,37,281,background piano,2020,2024,Perfect Concentration
2024-05-08,niiko x swae,1544475.0,50,32891,,2022,2024,Power Hour
2024-05-08,rauw alejandro,48263187.0,86,21523897,"puerto rican pop, reggaeton, trap latino, urbano latino",2019,2024,Cardio
2024-05-08,sophie ellis-bextor,15423074.0,68,491714,"dance pop, europop, new wave pop",1998,2024,Cardio
2024-05-08,ian asher,4158259.0,61,118035,,2022,2024,Cardio
2024-05-08,ole-bjørn talstad,655500.0,51,2180,background piano,2022,2024,Peaceful Piano
2024-05-08,sam smith,49187178.0,80,23596607,"pop, uk pop",2014,2023,Cardio
2024-05-08,thibaud fleming,140315.0,33,61,background piano,2022,2024,Piano in the Background
2024-05-08,majorlink,151423.0,37,4039,vgm instrumental,2021,2024,Classical Sleep
2024-05-08,ac/dc,36705702.0,79,28226488,"australian rock, hard rock, rock",1976,2020,Pure Rock & Roll
2024-05-08,two friends,2402124.0,55,214774,,2021,2024,Power Hour
2024-05-08,ceres,7779174.0,64,8101,hypertechno,2023,2024,Power Hour
2024-05-08,rozzz,40927.0,29,308,,2019,2024,Afro Bars 
2024-05-08,alesso,15719108.0,69,3872866,"dance pop, edm, pop, pop dance, progressive electro house",2015,2024,Cardio
2024-05-08,dayglow,5693039.0,62,976552,"austindie, indie rock, pov: indie",2019,2024,Singled Out
2024-05-08,jack price,7621.0,14,2253,,2022,2024,Fresh Finds Pop
2024-05-08,jef martens,688455.0,52,11790,,2020,2024,Focus Piano
2024-05-08,from indian lakes,152304.0,37,78738,"dreamo, progressive post-hardcore",2009,2024,Fresh Finds Rock 
2024-05-08,4bout,38771.0,27,12806,korean r&b,2020,2024,Indie Korea (인디 코리아)
2024-05-08,jozef de schutter,568830.0,49,2598,,2022,2024,Focus Piano
2024-05-08,id:earth,10118.0,33,3337,,2019,2023,Indie Korea (인디 코리아)
2024-05-08,flo milli,16255554.0,71,1058988,viral rap,2020,2024,RapCaviar
2024-05-08,pearl jam,15513402.0,73,8685676,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock",1991,2024,Pure Rock & Roll
2024-05-08,unpeople,56195.0,27,3046,,2023,2024,Fresh Finds Rock 
2024-05-08,livia marcella,191790.0,32,4,,2024,2024,Perfect Concentration
2024-05-08,loona,1308301.0,53,2418488,"k-pop, k-pop girl group",2017,2022,K-Pop X-Overs
2024-05-08,jon cossack,331227.0,39,224,background piano,2021,2024,Perfect Concentration
2024-05-08,ladipoe,648885.0,49,781657,"afrobeats, nigerian pop",2018,2024,Afro Bars 
2024-05-08,homies,81186.0,45,90582,korean underground rap,2019,2024,KrOWN
2024-05-08,laraw,32670.0,21,1812,,2019,2024,Fresh Finds Rock 
2024-05-08,d.o.d,6187096.0,63,77711,"electro house, house, pop dance, uk dance",2023,2024,Power Hour
2024-05-08,wolfmother,2887757.0,55,936892,"alternative rock, australian psych, garage rock, modern blues rock, modern rock, rock",2006,2023,Pure Rock & Roll
2024-05-08,andreas monta,247363.0,39,292,,2021,2023,Perfect Concentration
2024-05-08,charari danchu,892.0,3,579,,2017,2023,Indie Korea (인디 코리아)
2024-05-08,trade l,232343.0,41,39624,k-rap,2021,2023,KrOWN
2024-05-08,kaleo,15196946.0,68,1757154,"icelandic indie, icelandic rock, modern alternative rock",2015,2024,Pure Rock & Roll
2024-05-08,eloisa duarte,1.0,0,0,,2024,2024,Piano in the Background
2024-05-08,rema,25526249.0,73,4410818,"afrobeats, nigerian pop",2022,2023,Afro Bars 
2024-05-08,eirin nordness,145954.0,36,114,,2021,2023,Classical Sleep
2024-05-08,adelaide fleur,50459.0,26,55,,2022,2024,calm vibes
2024-05-08,clementine douglas,7552108.0,64,16643,uk dance,2022,2024,Power Hour
2024-05-08,new hope club,818381.0,46,1010614,boy band,2019,2024,K-Pop X-Overs
2024-05-08,domi nova,548717.0,45,231,,2021,2024,Focus Piano
2024-05-08,gina ordonieva,154501.0,36,235,background piano,2020,2024,Focus Piano
2024-05-08,aksel krystad,296281.0,40,482,,2018,2023,Peaceful Piano
2024-05-08,crown j,17747.0,15,405,,2008,2024,KrOWN
2024-05-08,kungs,15117044.0,68,937042,"edm, pop dance, uk dance",2016,2024,Cardio
2024-05-08,little mix,16193641.0,70,11831061,"girl group, pop, talent show, uk pop",2012,2021,Cardio
2024-05-08,fireboy dml,7915656.0,66,2621725,"afrobeats, nigerian pop",2019,2024,Afro Bars 
2024-05-08,claire lerdier,200770.0,40,479,background piano,2020,2024,Classical Sleep
2024-05-08,ksmartboi,9774.0,19,2512,korean hyperpop,2020,2023,KrOWN
2024-05-08,öwnboss,7454905.0,61,88199,brazilian edm,2021,2024,K-Pop X-Overs
2024-05-08,swedish house mafia,22031932.0,71,3728111,"edm, pop dance, progressive electro house",2012,2023,Cardio
2024-05-08,bon jovi,28902307.0,75,13136015,"glam metal, rock",1988,2024,Pure Rock & Roll
2024-05-08,sabrina carpenter,51552302.0,83,8197915,pop,2015,2024,K-Pop X-Overs
2024-05-08,enhypen,9069172.0,75,8578664,"anime, k-pop boy group",2021,2024,WOR K  OUT
2024-05-08,kim moi,362.0,14,110,,2023,2024,KrOWN
2024-05-08,heart,10228278.0,64,2543788,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock",1975,2019,Pure Rock & Roll
2024-05-08,don sisley,83943.0,27,93,,2021,2023,Instrumental Study
2024-05-08,crimson memoirs,598875.0,44,1664,background piano,2021,2024,Perfect Concentration
2024-05-08,minzunki,5911.0,9,354,,2020,2024,Indie Korea (인디 코리아)
2024-05-08,tears for fears,22886420.0,71,3390926,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",1983,2023,Power Hour
2024-05-08,aramis morel,617654.0,44,233,,2022,2024,calm vibes
2024-05-08,smallgod,301346.0,40,15453,asakaa,2021,2024,Afro Bars 
2024-05-08,dave,17249471.0,74,4787185,uk hip hop,2017,2023,Afro Bars 
2024-05-08,gglum,57017.0,27,6503,,2020,2024,Fresh Finds Rock 
2024-05-08,jimin,6164680.0,78,8131066,k-pop,2018,2023,WOR K  OUT
2024-05-08,boys noize,2733681.0,58,284253,"alternative dance, dance-punk, electro house, fidget house, filter house, german dance, german techno, new rave",2007,2024,Cardio
2024-05-08,joel corry,13737220.0,68,412562,"dance pop, pop dance, uk dance",2023,2024,Cardio
2024-05-08,nicki minaj,50239446.0,83,31020800,"hip pop, pop, queens hip hop, rap",2010,2024,RapCaviar
2024-05-08,b.i,1567669.0,55,798138,k-pop,2014,2024,KrOWN
2024-05-08,farruko,34247737.0,79,15549106,"reggaeton, trap latino, urbano latino",2010,2024,Power Hour
2024-05-08,jang soo bin,13042.0,16,1706,,2016,2024,Indie Korea (인디 코리아)
2024-05-08,russell dickerson,3176846.0,58,489151,"contemporary country, country, country road, modern country rock",2017,2024,Singled Out
2024-05-08,hector vallçe,217409.0,36,72,background piano,2022,2024,Focus Piano
2024-05-08,fleeky bang,79260.0,34,11549,korean drill,2022,2024,KrOWN
2024-05-08,colias fieldii,116603.0,30,146,background piano,2022,2024,Perfect Concentration
2024-05-08,loopy,113663.0,41,93861,k-rap,2017,2024,KrOWN
2024-05-08,riize,4544990.0,66,668185,5th gen k-pop,2023,2024,WOR K  OUT
2024-05-08,eric slick,9565.0,16,2201,philly indie,2009,2024,Fresh Finds Rock 
2024-05-08,black stone cherry,879896.0,50,581771,"alternative metal, modern hard rock, post-grunge",2006,2024,Pure Rock & Roll
2024-05-08,dystinct,5587999.0,67,489447,"belgian hip hop, moroccan pop, rap belge",2021,2024,Yalla 
2024-05-08,otis lim,48641.0,24,1280,,2021,2024,Indie Korea (인디 코리아)
2024-05-08,una luna,527502.0,44,5156,,2017,2024,calm vibes
2024-05-08,george martin,6636977.0,61,92981,beatlesque,1974,2017,Pure Rock & Roll
2024-05-08,alan walker,29483702.0,77,38472971,electro house,2018,2024,Cardio
2024-05-08,cacophony,7452.0,16,9919,korean electropop,2018,2023,Indie Korea (인디 코리아)
2024-05-08,yeyoung kang,1532.0,4,25,,2024,2024,Indie Korea (인디 코리아)
2024-05-08,the struts,2600912.0,56,383282,"glam rock, modern alternative rock",2016,2024,Pure Rock & Roll
2024-05-08,lewis thompson,1669285.0,51,8296,uk dance,2023,2024,Power Hour
2024-05-08,b-free,13406.0,29,24163,k-rap,2009,2024,KrOWN
2024-05-08,toto,24833058.0,71,2890327,"album rock, classic rock, hard rock, mellow gold, rock, soft rock, yacht rock",1991,2021,Pure Rock & Roll
2024-05-08,shinae an,8926.0,14,1560,korean talent show,2018,2023,Indie Korea (인디 코리아)
2024-05-08,p.o.d.,3534578.0,59,1909382,"alternative metal, funk metal, nu metal, rap metal, rap rock",1994,2024,Singled Out
2024-05-08,jay bahd,78409.0,39,109382,"afro drill, asakaa",2021,2024,Afro Bars 
2024-05-08,bibi club,29934.0,21,4027,,2019,2024,Fresh Finds Rock 
2024-05-08,valentina romano,635341.0,44,212,background piano,2021,2024,calm vibes
2024-05-08,eucalyption,11554.0,15,398,,2018,2024,Fresh Finds Rock 
2024-05-08,red velvet,6830029.0,67,9025319,"k-pop, k-pop girl group",2015,2023,WOR K  OUT
2024-05-08,young posse,712144.0,51,139999,5th gen k-pop,2023,2024,KrOWN
2024-05-08,stonebwoy,673410.0,48,405160,"afrobeats, dancehall, ghanaian pop, hiplife",2012,2024,Afro Bars 
2024-05-08,ella eyre,9616993.0,64,850459,"dance pop, talent show, uk dance, uk pop",2020,2024,Cardio
2024-05-08,marv,8674.0,18,1029,,2022,2024,KrOWN
2024-05-08,liam gallagher,1267137.0,54,1114540,"britpop, britpop revival, solo wave",2017,2024,Pure Rock & Roll
2024-05-08,sexyy red,20309343.0,74,862062,trap queen,2021,2024,RapCaviar
2024-05-08,sherine,3822262.0,63,5953413,"arab pop, egyptian pop",2003,2024,Yalla 
2024-05-08,emmanuel sapphire,345740.0,43,163,,2023,2024,calm vibes
2024-05-08,don diablo,7047797.0,63,1774502,"dutch house, edm, electro house, future house, pop dance, progressive electro house",2016,2024,Power Hour
2024-05-08,dok2,302827.0,42,120978,"k-rap, korean old school hip hop",2009,2023,KrOWN
2024-05-08,becky hill,17214538.0,71,787153,"pop dance, pop house, uk dance, uk pop",2016,2024,Cardio
2024-05-08,redd mae,209615.0,34,5,,2024,2024,Piano in the Background
2024-05-08,noah hart,660561.0,44,125,,2021,2024,calm vibes
2024-05-08,yeer ifinies,149844.0,35,6,,2024,2024,Classical Sleep
2024-05-08,dezko,2121365.0,53,82815,,2023,2024,Power Hour
2024-05-08,oscar mallen,522552.0,45,917,,2022,2024,Perfect Concentration
2024-05-08,alok,32853055.0,78,11303068,"electro house, pop nacional, sertanejo universitario, slap house",2022,2024,Cardio
2024-05-08,kyul,44447.0,30,21175,korean r&b,2019,2024,Indie Korea (인디 코리아)
2024-05-08,hassan shakosh,1143342.0,50,1697038,"arab pop, mahraganat",2019,2024,Yalla 
2024-05-08,rudhek,48575.0,23,81,,2022,2024,Intense Studying
2024-05-08,weeekly,1074588.0,47,607979,k-pop,2020,2024,WOR K  OUT
2024-05-08,ph-1,792858.0,54,436845,"k-rap, korean r&b",2019,2024,KrOWN
2024-05-08,rush,3979525.0,62,2277464,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock",1993,2022,Pure Rock & Roll
2024-05-08,jason derulo,31607853.0,75,11943394,"dance pop, pop",2010,2024,Cardio
2024-05-08,kendrick lamar,64140207.0,88,28353204,"conscious hip hop, hip hop, rap, west coast rap",2010,2024,RapCaviar
2024-05-08,reversible,46744.0,24,332,background music,2023,2024,Intense Studying
2024-05-08,jackson wang,2893805.0,60,4182306,k-pop,2019,2024,K-Pop X-Overs
2024-05-08,snoop dogg,28950835.0,78,11565667,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",2011,2023,WOR K  OUT
2024-05-08,terracciano,104340.0,29,39,,2023,2024,Focus Piano
2024-05-08,lartiste,2776467.0,57,1977279,"french hip hop, pop urbaine",2010,2023,Yalla 
2024-05-08,junguk,154.0,5,174,,2018,2023,Indie Korea (인디 코리아)
2024-05-08,junny,1189271.0,52,372091,korean r&b,2017,2023,KrOWN
2024-05-08,jang heewon,4249.0,9,1325,,2017,2024,Indie Korea (인디 코리아)
2024-05-08,ice prince,759273.0,47,321716,"afrobeats, afropop, nigerian hip hop, nigerian pop",2011,2024,Afro Bars 
2024-05-08,stella acorsi,80322.0,26,102,background piano,2021,2023,Instrumental Study
2024-05-08,ina lawson,281884.0,39,281,background piano,2021,2023,calm vibes
2024-05-08,odumodublvck,1912851.0,64,935943,"afro drill, afrobeats, nigerian pop",2017,2024,Afro Bars 
2024-05-08,moleno,500010.0,43,425,,2021,2024,Peaceful Piano
2024-05-08,tiger jk,341167.0,50,49121,k-rap,1995,2024,K-Pop X-Overs
2024-05-08,hues of ruby,259598.0,41,74,,2023,2024,Focus Piano
2024-05-08,aerosmith,22099357.0,72,14127352,"album rock, classic rock, hard rock, rock",1976,2022,Pure Rock & Roll
2024-05-08,isaac cassidy,259382.0,39,109,,2021,2024,Classical Sleep
2024-05-08,christian menke,264280.0,37,92,,2022,2024,Piano in the Background
2024-05-08,myron andersen,43441.0,25,55,,2023,2024,Focus Piano
2024-05-08,lost frequencies,27933813.0,75,2788733,"belgian edm, edm, pop dance, tropical house",2016,2024,Cardio
2024-05-08,never dull,470069.0,60,52414,funky house,2020,2024,Cardio
2024-05-08,andré dívou,248468.0,38,158,background piano,2023,2024,Focus Piano
2024-05-08,armaan malik,14798590.0,69,21288010,"filmi, modern bollywood",2014,2024,K-Pop X-Overs
2024-05-08,vortxz,50439.0,30,18383,,2022,2024,Fresh Finds Rock 
2024-05-08,tamer ashour,1401219.0,56,3510145,"arab pop, egyptian pop",2008,2024,Yalla 
2024-05-08,burna boy,15303049.0,75,8781026,"afrobeats, dancehall, nigerian hip hop, nigerian pop",2013,2024,Afro Bars 
2024-05-08,kim oki,20931.0,24,14609,"k-indie, korean jazz",2017,2024,Indie Korea (인디 코리아)
2024-05-08,armin van buuren,15203219.0,72,4284894,"dutch trance, edm, pop dance, progressive house, trance",2013,2024,Power Hour
2024-05-08,blaqbonez,1493549.0,57,640281,"afrobeats, nigerian hip hop, nigerian pop",2018,2024,Afro Bars 
2024-05-08,chanmin,1426.0,6,200,,2022,2024,Indie Korea (인디 코리아)
2024-05-08,the vines,1202346.0,48,358613,"alternative rock, dance-punk, garage rock, modern rock",2002,2018,Pure Rock & Roll
2024-05-08,aquilegia,609540.0,45,410,background piano,2022,2024,Perfect Concentration
2024-05-08,rogelio the iiird,199.0,1,267,,2021,2024,Fresh Finds Experimental
2024-05-08,alika,2783453.0,54,5169,hypertechno,2017,2024,Power Hour
2024-05-08,stormzy,10063163.0,68,2909673,"grime, uk hip hop",2014,2024,Afro Bars 
2024-05-08,kathrin holtz,76275.0,30,147,background piano,2020,2024,calm vibes
2024-05-08,goldbuuda,29613.0,23,3453,,2020,2023,Indie Korea (인디 코리아)
2024-05-08,planta,11472.0,15,1562,,2023,2024,Fresh Finds Experimental
2024-05-08,chs,4.0,3,13,,2017,2017,Indie Korea (인디 코리아)
2024-05-08,zerb,13657454.0,69,69501,,2020,2024,Cardio
2024-05-08,declan j donovan,1458526.0,54,205211,uk pop,2020,2024,Cardio
2024-05-08,calvin harris,69762065.0,83,22524766,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",2007,2024,Cardio
2024-05-08,sara sommerer,1816.0,8,461,,2017,2024,Fresh Finds Pop
2024-05-08,vector,469689.0,42,167747,"afrobeats, nigerian pop",2010,2024,Afro Bars 
2024-05-08,eamonn watt,251072.0,40,2776,,2016,2024,Classical Sleep
2024-05-08,calum scott,25685318.0,72,5555520,pop,2018,2024,Cardio
2024-05-08,kid milli,204668.0,44,176056,"k-rap, korean underground rap",2017,2024,KrOWN
2024-05-08,seventeen,6978854.0,77,11335419,"k-pop, k-pop boy group",2016,2024,WOR K  OUT
2024-05-08,slow fiction,8419.0,13,1359,,2021,2024,Fresh Finds Rock 
2024-05-08,wuki,3799498.0,58,115246,,2020,2024,Cardio
2024-05-08,paul blanco,755867.0,53,87258,korean drill,2018,2024,KrOWN
2024-05-08,kang min jeong,6732.0,13,332,,2023,2024,Indie Korea (인디 코리아)
2024-05-08,robert miles,6587456.0,60,208860,"dream trance, eurodance, trance",1996,2024,Power Hour
2024-05-08,olivia belli,735203.0,50,21803,neo-classical,2016,2024,Classical Sleep
2024-05-08,sam ryder,1068212.0,49,376243,uk pop,2022,2024,K-Pop X-Overs
2024-05-08,runda,55068.0,28,10581,viral afropop,2019,2024,Afro Bars 
2024-05-08,joanne gardiner,483016.0,43,193,,2022,2023,Peaceful Piano
2024-05-08,riton,10943558.0,64,134110,"house, pop dance, uk dance",2018,2023,Cardio
2024-05-08,inna,11568663.0,68,1267247,"dance pop, romanian house, romanian pop",2010,2024,Power Hour
2024-05-08,sprints,140147.0,37,36247,"crank wave, irish indie rock, irish post-punk",2020,2024,Fresh Finds Rock 
2024-05-08,big naughty,815431.0,53,369803,k-pop ballad,2022,2023,K-Pop X-Overs
2024-05-08,vize,8065954.0,64,204452,"german dance, hypertechno, slap house",2021,2024,Power Hour
2024-05-08,ofenbach,18184245.0,71,591721,pop dance,2022,2024,Cardio
2024-05-08,hans bukowski,62827.0,25,110,,2023,2024,Focus Piano
2024-05-08,don mills,53452.0,34,15118,k-rap,2016,2024,KrOWN
2024-05-08,lekaa beats,600366.0,49,2862,london rap,2018,2024,Afro Bars 
2024-05-08,bryn williams,98999.0,33,155,,2019,2023,Classical Sleep
2024-05-08,arata rin,762722.0,45,192,background piano,2021,2024,Focus Piano
2024-05-08,baby keem,21002935.0,74,2281175,"hip hop, rap",2018,2023,Power Hour
2024-05-08,elias kiefer,516478.0,45,550,,2022,2024,Perfect Concentration
2024-05-08,hight,258868.0,44,2543,uk dance,2016,2023,Power Hour
2024-05-08,girls' generation,2852274.0,60,2484107,"k-pop, k-pop girl group",2007,2022,WOR K  OUT
2024-05-08,beeztrap kotm,94126.0,37,22977,ghanaian hip hop,2020,2024,Afro Bars 
2024-05-08,quiet riot,2697776.0,54,1779948,"album rock, classic rock, glam metal, hard rock, metal, rock",1983,2022,Pure Rock & Roll
2024-05-08,cream,4675440.0,59,2330991,"album rock, blues rock, british blues, classic rock, folk rock, hard rock, psychedelic rock, rock, singer-songwriter, supergroup",1966,2020,Pure Rock & Roll
2024-05-08,roh yun ha,74810.0,35,16412,k-rap,2021,2024,KrOWN
2024-05-08,yuna,1138163.0,51,434218,malaysian pop,2012,2023,K-Pop X-Overs
2024-05-08,since,88570.0,33,35765,k-rap,2020,2023,KrOWN
2024-05-08,cassper nyovest,417923.0,45,1093234,"afro soul, kasi rap, south african hip hop, south african pop, south african trap",2014,2023,Afro Bars 
2024-05-08,jjj,190231.0,44,49390,j-rap,2014,2024,KrOWN
2024-05-08,badger,6048638.0,61,21126,bassline,2021,2024,Cardio
2024-05-08,victony,6690081.0,66,850630,"afrobeats, nigerian pop",2022,2024,Afro Bars 
2024-05-08,glorilla,9688648.0,71,686967,southern hip hop,2022,2024,RapCaviar
2024-05-08,latto,18494061.0,74,1583892,trap queen,2016,2024,WOR K  OUT
2024-05-08,bang yongguk,77394.0,35,117488,k-rap,2011,2024,KrOWN
2024-05-08,joaquim azevedo,828783.0,47,309,background piano,2022,2024,Focus Piano
2024-05-08,nils frahm,1969250.0,57,645717,"compositional ambient, electronica, neoclassical darkwave",2012,2024,Peaceful Piano
2024-05-08,bts,27738407.0,83,72770475,"k-pop, k-pop boy group, pop",2013,2022,WOR K  OUT
2024-05-08,james quinn,723175.0,50,29236,background piano,2023,2024,Intense Studying
2024-05-08,chad hammond,641112.0,48,185,,2022,2024,Perfect Concentration
2024-05-08,finn lenoir,593442.0,45,196,background piano,2022,2024,calm vibes
2024-05-08,keith foster,86252.0,31,86,instrumental lullaby,2018,2024,Classical Sleep
